property_id,TagLine, ListPrice ,Bedrooms,Bathrooms,LivingArea,LotSizeSquareFeet,YearBuilt,PropertyType,OnMarketDate,StreetName,City,Lat,Lon,Company
29518,"Cond. Dulcinea, Apartamento en San Juan"," $780,000.00 ",2,2.0,1640,152,1968,Apartment,11/17/2022,Condominio Dulcinea 9 Calle Cervantes Apt. 7B,San Juan - Condado-miramar,18.455896,-66.068782,Company1
29520,"Bo. Damian Abajo, Casa en Orocovis"," $265,000.00 ",5,5.0,3521,327,1995,Homes,11/18/2022,Carr 157 Km 8.5 Bo Damian Abajo,Orocovis,18.231245,-66.482875,Company1
29521,"Bo. Los Llanos, Casa en Coamo"," $350,000.00 ",4,4.0,2259,210,2003,Homes,12/1/2022,Llanuras de Barcelona Carr Est PR 15 Km 25.6 Bo Los Llanos,Coamo,18.0536704,-66.4092012,Company1
29523,"Urb. Hacienda Margarita, Casa en Luquillo"," $520,000.00 ",3,2.5,1817,3248,1995,Homes,10/5/2022,Hacienda Margarita #86,Luquillo,18.34459,-65.695075,Company1
29586,"Cond. Grand Bay Beach, Apartamento en Rio Grande"," $450,000.00 ",2,3.0,1448,160,2008,Apartment,12/1/2022,Condominio Grand Bay Beach Apt 115,Rio Grande,18.42066541,-65.82710932,Company1
29596,"Cond. Puerta Real, Apartamento en San Juan"," $140,000.00 ",2,1.0,933,86,2004,Apartment,10/25/2022,834 Añasco Cond Puerta Real Apt 102,San Juan - Hato Rey,18.4063,-66.0552,Company1
29601,"Comm. Villa Sin Miedo, Casa en Canóvanas"," $80,000.00 ",4,2.0,864,1965,1986,Homes,11/10/2022,COMM VILLA SIN MIEDO CARR 186 KM.HM 7.4 PARC 30,Canovanas,18.254705,-65.872277,Company1
29630,"Bo. Las Cuevas, Terrenos en Trujillo Alto"," $215,000.00 ",0,0.0,0,3501,0,Land,11/30/2022,Solar B y C Carr PR 876 KM 0.3 Sector el Resbalon Bo Cuevas,Trujillo Alto,18.359328,-66.006477,Company1
29686,"Calle Mattei LLuberas, Local Comercial en Yauco"," $165,000.00 ",5,3.0,1400,338,1960,Commercial,12/9/2022,Calle Mattei LLuberas #28,Yauco,18.0357269,-66.8480529,Company1
29693,"Cond. Costamar, Apartamento en Punta Las Marias - Isla Verde"," $350,000.00 ",2,2.0,802,74,1978,Apartment,11/29/2022,1 Calle Inga Apt 8D Condominio Costamar,San Juan - Santurce,18.451436,-66.038264,Company1
29699,"Urb. Linda Gardens, Solar en San Juan"," $425,000.00 ",0,0.0,0,24368,0,Land,12/15/2022,Parcela Quebrada Arenas Ward Urb Linda Gardens,San Juan - Rio Piedras,18.30699506,-66.08009844,Company1
29720,"Cond. Hill Brothers, Apartamento en San Juan"," $69,500.00 ",3,1.0,843,78,1995,Apartment,11/30/2022,"Apt 201 Cond Hill Brothers, Calle #7 esq Calle 10 Bo Sabana Llana",San Juan - Rio Piedras,18.398566,-66.022739,Company1
29753,"Bo. Barrazas, Casa en Carolina"," $49,500.00 ",2,1.0,992,982,1980,Homes,11/30/2022,Carr 853 KM 7.8 Sector Marquez Predio de Terreno Bo Barrazas,Carolina,18.325742,-65.944625,Company1
29797,"Calle Port Road, Terreno en Humacao"," $400,000.00 ",0,0.0,0,2076,0,Land,12/21/2022,21 Port Road,Humacao - Palmas Del Mar,18.07585,-65.80394,Company1
29800,"Bo. Voladoras, Local Comercial en Moca"," $599,000.00 ",5,0.0,10000,770,1970,Commercial,12/13/2022,CARR 125 Km 6.9 Barrio Voladoras,Moca,18.38056,-67.08485,Company1
29802,"Bo. Dos Bocas, Local Comercial en Trujillo Alto"," $650,000.00 ",0,3.0,5237,1208,1982,Commercial,12/19/2022,El Deportivo II Bo. Dos Bocas,Trujillo Alto,18.33857,-65.9907,Company1
29808,"Bo. Jagueyes, Casa en Aguas Buenas"," $308,000.00 ",7,4.0,2751,1965,1998,Homes,12/19/2022,Bo. Jagueyes Calle Ward Carr PR-797 KM 1.9,Aguas Buenas,18.29032177,-66.07219539,Company1
29817,"Bo. Santa Olaya, Solar en Bayamón"," $105,000.00 ",0,0.0,0,800,0,Land,12/20/2022,Carr 829 Km 10.7 Solar #1 Bo Santa Olaya,Bayamon,18.32051,-66.16039,Company1
29863,"Bo. Naranjo, Casa en Comerio"," $55,000.00 ",3,1.0,1200,461,1982,Homes,12/21/2022,PR 782 Km 7.9 Bo Naranjos 138,Comerio,18.2178693,-66.1749264,Company1
29882,"Bo. Carraizo, Solar en Trujillo Alto"," $125,000.00 ",0,0.0,0,4850,0,Land,12/1/2022,Carr PR 843 Km 4.5 Bo Carraizo Mirador del Lago,Trujillo Alto,18.325,-66.03,Company1
29883,"Bo. La Gloria, Solar en Trujillo Alto"," $850,000.00 ",0,0.0,0,56479,0,Land,12/1/2022,Carr 851 Km 8.9 Bo La Gloria Mirador del Rio,Trujillo Alto,18.341,-65.999,Company1
29884,"Bo. Carraizo, Solar en Trujillo Alto"," $300,000.00 ",0,0.0,0,30696,0,Land,12/1/2022,Carr 176 Km 11.6 Bo Carraizo The Village,Trujillo Alto,18.321,-66.031,Company1
29885,"Bo. Carraizo, Solar en ​​​​​​​Trujillo Alto"," $900,000.00 ",0,0.0,0,148018,0,Land,12/1/2022,Carr 843 Km 4.7 Bo Carraizo Portal del Lago,Trujillo Alto,18.323,-66.028,Company1
29886,"Bo. Rio Canas, Terreno en Caguas"," $750,000.00 ",0,0.0,6000,5235,0,Land,12/1/2022,Carr 796 Km 2.0 Campo Chico Bo Rio Canas,Caguas,18.282,-66.023,Company1
29888,"Bo. Morovis Norte, Local Comercial en Morovis"," $600,000.00 ",0,4.0,6500,1100,1995,Commercial,11/29/2022,Carr 6634 Km 3.4 Morovis Norte,Morovis,18.339435,-66.405853,Company1
29893,"Calle Virgilio Sanchez, Casa en Arroyo"," $110,000.00 ",3,2.0,1273,158,1962,Homes,12/27/2022,Calle Virgilio Sanchez #31,Arroyo,17.96307,-66.06221,Company1
29897,"Bo. Cordillera, Finca en Ciales"," $549,000.00 ",0,0.0,0,530603,0,Land,12/20/2022,Pr 146 Km 24.1 Bo Cordillera,Ciales,18.3175263,-66.4944408,Company1
29914,"Hacienda Doña Sefa, Casa en Barranquitas"," $750,000.00 ",5,4.5,3000,2083,1982,Homes,12/3/2022,Carr 143 km 52 Bo. Hayales,Barranquitas,18.1699743,-66.364864,Company1
29946,"Urb. El Real, Casa en San German"," $72,000.00 ",3,3.5,1438,325,1980,Homes,11/30/2022,Solar #6 Bloque D Urb El Real Bo Sabana Grande,San German,18.09195599,-67.0465472,Company1
29947,"Bo. Palos Blancos, Casa en Corozal"," $48,600.00 ",2,1.0,518,3214,1980,Homes,11/30/2022,Parcela #52-A Comunidad Rural Medria Bo Palos Blancos,Corozal,18.29474,-66.29856,Company1
29948,"Bo. Factor, Terreno en Arecibo"," $73,000.00 ",0,0.0,0,1000,0,Land,12/31/2022,Hacienda El Paraiso BO FACTOR CARR 683,Arecibo,18.45013848,-66.62488967,Company1
29953,"Bo. Hato Viejo, Casa en Ciales"," $115,000.00 ",3,2.0,938,599,1987,Homes,12/31/2022,SR 632 K.M 2.2 Bo Hato Viejo,Ciales,18.36200927,-66.49071653,Company1
29955,"Cond. Chalets De Ensueño, Apartamento en San Juan"," $63,000.00 ",2,1.0,850,78,1995,Apartment,12/31/2022,Apt #2 Cond Chalets D Ensueño Sector Seboruco Bo Hill Brothers,San Juan - Rio Piedras,18.393408,-66.021507,Company1
29962,"Bo. Piletas, Casa en Lares"," $170,000.00 ",3,2.0,1296,13756,1992,Homes,12/29/2022,PR 129 Km 25.6 Bo Piletas Sector Castro,Lares,18.3143851,-66.886496,Company1
29993,"Bo. Pueblo, Local Comercial en Arecibo"," $150,000.00 ",0,8.0,9336,532,1956,Commercial,1/4/2023,Avenida De Diego 225 Pueblo,Arecibo,18.473,-66.72,Company4
30023,"Urb. Ext. Santa Maria, Casa en San Juan"," $1,175,000.00 ",5,4.5,4479,1153,1978,Homes,1/2/2023,Calle Limoncillo #79 Ext Santa Maria,San Juan - Rio Piedras,18.37184,-66.083179,Company1
30035,"Urb. Mirabella Village, Casa en Bayamón"," $580,000.00 ",5,5.0,4104,300,2009,Homes,12/28/2022,Urb MIRABELLA VILLAGE CLUB CALLE AMATISTA #74,Bayamon,18.40885263,-66.18219409,Company1
30038,"Bo. Quebradilla, Casa en Yabucoa"," $49,500.00 ",4,2.0,947,3929,1960,Homes,12/31/2022,Bo Quebradilla Carr 900 Km 7.3,Yabucoa,18.06449,-65.953975,Company1
30044,"Bo. Quebrada Grande, Casa en Mayaguez"," $120,000.00 ",5,3.0,1967,1459,1979,Homes,12/6/2022,CARR 348 BO QUEBRADA GRANDE KM 4.2,Mayaguez,18.168163,-67.116898,Company1
30047,"Bo. Canas, Casa en Ponce"," $49,500.00 ",3,2.0,797,430,1978,Homes,12/31/2022,Parcela #22 Bloque BB Comunidad Rural Nueva Vida Barrio Canas,Ponce,17.98952992,-66.66102582,Company1
30061,"Urb. Los Campos De Montehiedra, Casa en San Juan"," $832,000.00 ",4,2.5,3000,504,2003,Homes,1/10/2023,Campos de Montehiedra C Valle de Lajas 771,San Juan - Rio Piedras,18.331005,-66.07191,Company1
30072,"Bo. Jaguas, Multi-unidad en Gurabo"," $250,000.00 ",6,2.0,2127,3482,2002,Homes,12/30/2022,Carr PR 941 Km 5.0 Bo Jaguas (2 Unidades),Gurabo,18.2784356,-66.0078771,Company1
30084,"Urb. Sierra Taina, Casa en Bayamón"," $350,000.00 ",5,3.5,2405,1062,1996,Homes,1/8/2023,Calle 1 #17 Urb Sierra Taína,Bayamon,18.33588113,-66.16032413,Company1
30110,"Urb. Valle Escondido, Casa en Humacao"," $460,000.00 ",4,3.0,3100,13756,2007,Multi-Family Homes,1/4/2023,3 Urb Valle Escondido Bo Hato Tejas Calle Eucalipto #2,Humacao,18.146089,-65.85055,Company1
30138,"Urb. Flamboyan Gardens, Casa en Bayamón"," $133,000.00 ",4,2.0,1377,324,1970,Homes,12/31/2022,Solar 6 Manzana P Urb Flamboyan Gardens,Bayamon,18.388547,-66.158791,Company1
30140,"Bo. Santa Catalina, Terreno en Coamo"," $250,000.00 ",0,0.0,0,106120,0,Land,1/14/2023,Bo Santa Catalina PR 150 KM 15.4,Coamo,18.09030549,-66.41101052,Company1
30158,"Bo. La Parguera, Edificio Comercial en Lajas"," $2,900,000.00 ",10,15.0,10000,939,1977,Commercial,12/9/2022,BO PARGUERA SOLAR 11 CARR 304 KM 0.1,Lajas,17.974827,-67.04808,Company1
30220,"Bo. Segundo, Casa en Ponce"," $80,100.00 ",6,2.0,1312,139,1977,Multi-Family Homes,12/31/2022,Solar # 147 Barrio Segundo Calle Union,Ponce,18.016817,-66.615565,Company1
30252,"Bo. Guavate, Casa en Cayey"," $849,995.00 ",4,4.0,5328,3935,1975,Homes,12/30/2022,Carr 184 interseccion 763 KM 6 interior Guavate,Cayey,18.133383,-66.070541,Company1
30259,"Bo. Hato Nuevo, Casa en Gurabo"," $140,000.00 ",3,1.0,1440,856,1978,Homes,1/18/2023,Bo Hato Nuevo Sector Pablo Alamo,Gurabo,18.267822,-65.943218,Company1
30261,"Cond. Astralis, Apartamento en Carolina"," $698,000.00 ",3,2.5,2225,206,2003,Apartment,1/22/2023,9550 Calle Diaz Way Astralis Residences & Club Apt 221,Carolina - Isla Verde,18.4406903,-66.0177689,Company1
30264,"Bo. Contorno, Terreno en Toa Alta"," $78,000.00 ",0,0.0,740,709,0,Land,1/21/2023,104 Barcelo Bo Contorno,Toa Alta,18.386637,-66.248524,Company1
30265,"Sec. Aleman Madero, Casa en Trujillo Alto"," $160,550.00 ",8,4.0,4200,1414,1985,Multi-Family Homes,12/31/2022,Solar #10 Carr 181 Km 9.5 Sector Aleman Madero,Trujillo Alto,18.336173,-65.990207,Company1
30290,"Urb. Puerto Nuevo, Edificio en San Juan"," $1,877,000.00 ",0,12.0,12500,1154,1955,Commercial,12/27/2022,404-406 Ave Andalucia 1003 Calle Alesia y 403 Calle Arabia Urb Puerto Nuevo,San Juan - Rio Piedras,18.41368781,-66.07894457,Company3
30291,"Cond. Chalets De Las Palmas, Apartamento en Humacao"," $63,000.00 ",2,1.0,722,73,2007,Apartment,12/31/2022,Apt # 408 Cond Chalets de las Palmas Bo Buena Vista,Humacao,18.11265,-65.801351,Company1
30311,"Bo. Terranova, Casa en Quebradillas"," $365,000.00 ",3,1.0,940,3400,1977,Homes,1/26/2023,6633 PR 4484 km 0.4 Bo Terranova,Quebradillas,18.47633,-66.92481,Company1
30355,"Bo. Hoyamala, Casa en San Sebastian"," $209,900.00 ",7,3.0,2340,9565,1990,Homes,1/26/2023,Carr 119 km 30.2 Bo. Hoyamala,San Sebastian,18.347863,-66.967245,Company2
30356,"Bo. Barrancas, Casa en Guayama"," $155,000.00 ",2,1.0,1672,329,1979,Homes,11/8/2022,Com Barrancas P 183 Calle 3,Guayama,17.947986,-66.128806,Company1
30357,"BO. TANAMA, CASA EN ARECIBO"," $230,000.00 ",9,4.0,8435,689,1990,Multi-Family Homes,1/21/2023,BO TANAMA SEC LOS CAÑOS CARR 651 KM 10 H5,Arecibo,18.425659,-66.713226,Company1
30379,"Bo. Media Luna, Casa en Toa Baja"," $89,100.00 ",7,2.0,2306,312,1980,Multi-Family Homes,12/31/2022,Solar #110 Proyecto UM-35 La Pachanga Bo Media Luna,Toa Baja,18.443701,-66.251987,Company1
30381,"Bo. Cristian, Casa en Lajas"," $650,000.00 ",4,5.0,2264,4764,1988,Homes,12/21/2022,Carr 321 km 0.9 Bo Cristian Sector Los Caobos,Lajas,18.06053499,-67.04734902,Company1
30385,"Bo. Altagracia, Casa en Manati"," $275,000.00 ",3,2.0,1575,768,1992,Homes,11/9/2022,Calle Vicenta Arroyo 507 Bo Altagracia,Manati,18.4378533,-66.479294,Company1
30406,"Bo. Llanos Tuna, Casa en Cabo Rojo"," $99,000.00 ",3,1.0,868,1114,1940,Homes,1/28/2023,Bo Llanos Tuna Sector La 22 Km 5.2 Carr 312,Cabo Rojo,18.066459,-67.112651,Company1
30407,"Bo. Rio Prieto, Casa en Yauco"," $236,000.00 ",3,2.5,1564,37181,2019,Homes,1/26/2023,PR 374 Km 4.5 Lot 7 Bo Rio Prieto Sector Cerrote,Yauco,18.150414,-66.823397,Company1
30418,"Bo. Sabana, Casa en Luquillo"," $850,000.00 ",5,4.0,2723,9826,1978,Homes,1/18/2023,SR 988 Km 7.9 Bo Sabana,Luquillo,18.3251141,-65.7195262,Company1
30434,"Bo. Guaraguao, Casa en Guaynabo"," $150,000.00 ",6,3.0,1800,430,1980,Multi-Family Homes,1/13/2023,Parcela 257 Parc Landrau Calle #1 Guaraguao,Guaynabo,18.32379,-66.136489,Company1
30440,"BO. MANA, FINCA EN COROZAL"," $185,000.00 ",0,0.0,0,24985,0,Land,1/26/2023,"BO MANA FINCA NO. 12,070 FOLIO 97 TOMO 231 PR 805 KM 1.1",Corozal,18.267148,-66.302172,Company1
30442,"BO. MANA, FINCA EN COROZAL"," $90,000.00 ",0,0.0,0,16831,0,Land,1/27/2023,"PR 805 KM 1.1 BO MANA FINCA NO. 12,068 FOLIO 85 TOMO 231",Corozal,18.267765,-66.301553,Company1
30445,"BO. MANA, FINCA EN COROZAL"," $85,000.00 ",0,0.0,0,700,0,Land,1/26/2023,"BO MANA EN COROZAL FINCA NO. 8,381 FOLIO 11 TOMO PR 805 KM 1.1",Corozal,18.265267,-66.303324,Company1
30470,"Urb. Park Gardens, Casa en San Juan"," $250,000.00 ",4,2.0,830,1000,1970,Homes,2/2/2023,Urb Park Gardens T2 - 10 Calle Iguazu,San Juan - Rio Piedras,18.386829,-66.034965,Company1
30471,"BO. TURABO ARRIBA, CASA EN CAGUAS"," $245,000.00 ",3,3.0,1400,941,1999,Homes,2/1/2023,BO.TURABO ARRIBA SECTOR SANTA MARIA II CARR 7784 Km 2.0,Caguas,18.19958873,-66.07327024,Company1
30472,"Bo. Pueblo, Casa en Dorado"," $290,000.00 ",3,2.0,1160,212,1952,Homes,2/3/2023,Calle Bailen Solar 101,Dorado,18.459548,-66.26372,Company1
30490,"Urb. Caldas, Casa en San Juan"," $995,000.00 ",3,5.0,2457,4913,1972,Homes,1/27/2023,Urb Caldas 2034 Calle Jose Fidalgo Diaz,San Juan - Rio Piedras,18.358603,-66.080612,Company1
30493,"Urb. Rolling Hills, Casa en Carolina"," $132,000.00 ",3,2.0,909,223,1973,Homes,1/22/2023,Urb Rolling Hills Calle Argentina B-59,Carolina,18.380931,-65.980262,Company1
30494,"Bo. Bahomamey, Casa en San Sebastian"," $115,000.00 ",6,3.0,2100,188,1995,Homes,11/30/2022,Bo Bahomamey Calle Pavia #52 Int,San Sebastian,18.338399,-66.9926464,Company1
30524,"Bo. Calvache, Casa en Rincón"," $495,000.00 ",7,3.0,2362,1200,1982,Homes,2/7/2023,Carr 411 Km 18.4 Bo Calvache,Rincon,18.3162545,-67.2221915,Company1
30573,"Bo. Rio Grande, Terreno en Rincón"," $1,250,000.00 ",3,2.0,1650,15292,2018,Land,2/10/2023,Carr 400 Km 1.2 Bo Rio Grande,Rincon,18.3553472,-67.2329603,Company1
30603,"Cond. Puerta Del Mar, Penthouse en Aguadilla"," $1,000,000.00 ",2,2.0,2288,212,2008,Apartment,2/6/2023,Cond Puerta Del Mar Edif 7 Apt 514,Aguadilla,18.454216,-67.159847,Company1
30605,"Bo. Quebrada, Terreno en San Lorenzo"," $167,500.00 ",0,0.0,0,16187,0,Land,2/12/2023,Int PR 931 Km 0.6 Quebrada Ward,San Lorenzo,18.220345,-65.961896,Company1
30612,"Cond. Polaris, Apartamento en Carolina"," $315,000.00 ",3,3.5,1903,176,2011,Apartment,2/6/2023,Cond Polaris PH D-808,Carolina,18.365128,-65.929178,Company1
30637,"Bo. Canaboncito, Solar en Caguas"," $78,000.00 ",0,0.0,0,1231,0,Land,2/1/2023,Bo Canaboncito Sec Bucana Carr 172 Km 7.5,Caguas,18.19113,-66.104736,Company1
30638,"Urb. Parkville, Casa en San Juan"," $160,000.00 ",2,2.0,939,169,1974,Homes,1/31/2023,"Solar ""C"" R-16 Urb Parkville Bo Monacillos",San Juan - Rio Piedras,18.37057926,-66.09160921,Company1
30653,"Cond. Casita I, Apartamento en Fajardo"," $345,000.00 ",1,1.0,864,77,1994,Apartment,1/31/2023,Apartamento #85 Condominio Casita I Resort Bo Las Cabezas,Fajardo,18.356122,-65.628534,Company1
30705,"Bo. Hato, Casa en San Lorenzo"," $250,000.00 ",8,8.0,3747,547,1995,Multi-Family Homes,2/8/2023,Barrio Hato Carr 183 Km 7.8,San Lorenzo,18.200636,-65.977654,Company1
30727,"Bo. Pozo Hondo, Terreno en Guayama"," $365,000.00 ",0,0.0,0,77538,0,Land,2/11/2023,Bo Pozo Hondo Carr 53 Km 83.6,Guayama,17.990975,-66.167929,Company1
30753,"Bo. Ramos, Casa en Luquillo"," $350,000.00 ",7,5.0,4000,1456,1995,Homes,10/26/2022,72 A Cuesta de Leon Comunidad Ramos,Luquillo,18.34351,-65.708755,Company3
30783,Project for the Development of Housing in Ceiba/Fajardo," $6,560,000.00 ",0,0.0,0,107987,0,Land,11/23/2022,Carr PR-3 Km 51.6 Los Machos Ward,Ceiba,18.2816924,-65.6417237,Company3
30813,"Cond. Ridge Top, Apartamento en Guaynabo"," $435,000.00 ",3,2.5,1670,155,2013,Apartment,2/22/2023,Ave San Ignacio Cond Ridge Top Apt. C-206,Guaynabo,18.355844,-66.101601,Company1
30814,"Urb. El Monte, Terreno en Ponce"," $145,000.00 ",0,0.0,0,2670,0,Land,2/19/2023,Urb 4ta Extension El Monte Calle Bilbao 73,Ponce,18.040527,-66.56134,Company1
30820,"Urb. Country Club, Casa en San Juan"," $157,000.00 ",3,2.0,1540,379,1962,Homes,2/2/2023,Calle Denotiera #927 URB COUNTRY CLUB,San Juan - Rio Piedras,18.40365755,-66.00797716,Company1
30830,"Urb. Hacienda Del Caribe, Solar en Toa Alta"," $150,000.00 ",0,0.0,0,1425,0,Land,2/26/2023,Urb Haciendas del Caribe Calle Yukiyu I-20,Toa Alta,18.383291,-66.202113,Company1
30850,"CONDADO, RESIDENCIA EN SAN JUAN"," $1,399,000.00 ",4,4.0,2540,240,1960,Homes,2/2/2023,1362 CALLE ESTRELLA SANTURCE NORTE,San Juan - Condado-miramar,18.452,-66.069,Company1
30866,"Bo. Hucares, Casa en Naguabo"," $49,000.00 ",3,1.0,723,121,1960,Homes,2/28/2023,#10 Calle las Mercedes Carr 3 Solar Poblado Hucares Playa de Naguabo,Naguabo,18.190822,-65.71206,Company1
30867,"Bo. Florencio, Casa en Fajardo"," $54,900.00 ",3,1.0,649,108,1965,Homes,2/28/2023,Bo Florencio 101 Calle Santiago,Fajardo,18.32725917,-65.65343549,Company1
30920,"Bo. Coco Nuevo, Local Comercial en Salinas"," $185,000.00 ",1,4.0,2374,1000,2013,Commercial,2/28/2023,Calle Jose De Diego #7 Bo Coco Nuevo,Salinas,18.00924731,-66.25983729,Company1
30933,"Bo. Pueblo, Local Comercial en Aguadilla"," $130,000.00 ",0,2.0,411,107,2008,Commercial,3/4/2023,Ave Victoria 468 Bo Pueblo,Aguadilla,18.413828,-67.154155,Company1
30939,"Urb. Residencias Del Palmar, Casa en Vega Alta"," $310,000.00 ",3,2.5,2754,1001,2003,Homes,2/5/2023,Residencias del Palmar Lote G Calle Tanama,Vega Alta,18.4704403,-66.3340451,Company1
30946,"Urb. La Flores De Montehiedra, Casa en San Juan"," $1,200,000.00 ",6,4.5,4194,789,2000,Homes,2/7/2023,Urb La Flores de Montehiedra Calle Lirio 633,San Juan - Rio Piedras,18.3363,-66.0714,Company1
30952,"Bo. Nueva, Casa en Gurabo"," $135,000.00 ",5,2.0,3229,300,2007,Multi-Family Homes,3/3/2023,Bo Nueva Calle F Sur 155,Gurabo,18.252322,-65.974703,Company1
30956,"Bo. Palo Alto, Terreno en Manati"," $80,000.00 ",0,0.0,0,10022,0,Land,3/5/2023,Bo Palo Alto Sector El Abra Interior,Manati,18.412784,-66.444749,Company1
30963,"Bo. Jobos, Casa en Isabela"," $1,500,000.00 ",5,3.5,10000,4000,1998,Homes,2/9/2023,Carr 472 Km 3.1 Bo Jobos,Isabela,18.49081581,-67.05565969,Company1
30964,"Bo. Quebrada Larga, Casa en Añasco"," $250,000.00 ",3,2.0,2000,604,2003,Homes,2/17/2023,Bo Quebrada Larga Carr 402 Km 3.0,Añasco,18.29939221,-67.15177573,Company1
30973,"Urb. Caparra Hills, Casa en Guaynabo"," $2,700,000.00 ",5,4.5,5000,800,1975,Homes,3/7/2023,G2 calle Yagrumo Urb Caparra Hills,Guaynabo,18.4052,-66.104,Company1
30979,"Urb. Villa Carolina, Casa en Carolina"," $164,995.00 ",5,3.0,1280,350,1975,Homes,3/3/2023,Urb Villa Carolina Calle 30 Bloq 6 #22,Carolina,18.3899553,-65.9560112,Company5
31009,"Urb. Highland Gardens, Edificio Comercial en Guaynabo"," $850,000.00 ",9,4.0,3720,445,1980,Commercial,3/6/2023,Calle Acuarela C-12 HIGHLAND GARDENS,Guaynabo,18.374016,-66.10807,Company1
31059,"Calle Reina, Terreno en Ponce"," $110,000.00 ",0,0.0,0,662,0,Land,3/12/2023,Calle Reina 138,Ponce,18.01208,-66.61834,Company1
31064,"Bo. Campo Rico, Casa en Canovanas"," $250,000.00 ",5,3.0,2830,3432,2006,Homes,3/4/2023,Bo Campo Rico Carr 185 KM 5.4 Calle #9,Canovanas,18.33603,-65.891976,Company1
31071,"Bo. Carola Sur, Casa en Rio Grande"," $116,000.00 ",2,2.0,816,1554,2005,Homes,3/6/2023,Carr 3 KM 28.9 Calle 12 Sector Carola Sur,Rio Grande,18.367094,-65.790847,Company1
31087,"Bo. Toita, Terreno en Cayey"," $325,000.00 ",0,0.0,0,13755,0,Land,2/10/2023,Bo Toita Sector Don Cloto Carr 14 Int,Cayey,18.136412,-66.18539,Company1
31089,"Martineau Beach Estates, Terreno en Vieques"," $250,000.00 ",0,0.0,0,1012,0,Land,2/28/2023,Lot 14 Exclusivo en Martineau Beach Estates,Vieques,18.142137,-65.467181,Company1
31093,"Martineau Beach Estates, Terreno en Vieques"," $250,000.00 ",0,0.0,0,987,0,Land,2/28/2023,Lot 13 Exclusivo en Martineau Beach Estates Bo Florida,Vieques,18.142137,-65.467181,Company1
31097,"Bo. Jimenez, Casa en Rio Grande"," $265,000.00 ",6,3.0,2600,5502,1970,Homes,2/21/2023,Carr 966 Km 2.7 Bo Jimenez,Rio Grande,18.346356,-65.8101299,Company1
31100,"Bo. Pesas, Casa en Ciales"," $90,000.00 ",3,2.0,1400,10252,2021,Homes,3/8/2023,Carr 149 km 22.4 interior Bo Pesas Sector Penonales,Ciales,18.295767,-66.512436,Company1
31106,"Urb. Los Paisajes Ciudad Jardin, Casa en Gurabo"," $495,000.00 ",4,3.0,3318,587,2001,Homes,3/14/2023,102 Calle Aleli Urb Los Paisajes Ciudad Jardin,Gurabo,18.26123,-65.942853,Company1
31107,"Bo. Montalva,  Terreno en Guánica"," $85,000.00 ",0,0.0,0,4432,0,Land,3/2/2023,Bo Montalva Carr 116 km 17.1 Lote 8,Guanica,17.97917758,-66.950085,Company1
31108,"Bo. Rio Jueyes, Terreno en Salinas"," $395,500.00 ",0,0.0,0,20595,0,Land,2/7/2023,PR #1 KM 157 Int. Pueblo Ward Lot 17 Sect Rio Jueyes,Salinas,17.970112,-66.285017,Company1
31112,"Urb. Remanso Taino, Lote en Carolina"," $67,000.00 ",0,0.0,0,1015,0,Land,3/14/2023,Remanso Taino Calle Caguax Lote 3,Carolina,18.3521869,-65.9646891,Company1
31113,"Martineau Beach Estates, Terreno en Vieques"," $250,000.00 ",0,0.0,0,1009,0,Land,2/28/2023,Lot 12 Martineau Beach Estates Beach Village 12 Carr 200 HM 3.1,Vieques,18.142137,-65.467181,Company1
31119,"Cond. Los Naranjales, Apartamento en Carolina"," $40,000.00 ",3,1.0,720,66,1967,Apartment,2/28/2023,Carr 874 Apt C-69-3 Cond Los Naranjales B Hoyo Mulas,Carolina,18.387991,-65.955953,Company1
31120,"Bo. Candelaria, Casa en Toa Baja"," $64,000.00 ",2,1.0,1120,568,1980,Homes,2/28/2023,Solar #10 Comunidad Rural Dos Abras Bo Candelaria,Toa Baja,18.419457,-66.222179,Company1
31143,"Urb. Colinas De Luquillo, Casa en Luquillo"," $2,517,500.00 ",8,8.0,1280,1990,2023,Multi-Family Homes,2/21/2023,Colinas de Luquillo 15 Carr 992 Mata de Platano,Luquillo,18.361139,-65.729683,Company1
31171,"Bo. Buena Vista, Solar en Humacao"," $110,000.00 ",0,0.0,0,21852,0,Land,2/12/2023,Bo Buena Vista Lote 10 Carr 993,Humacao,18.128928,-65.801345,Company1
31199,"Bo. Palmas Altas, Casa en Barceloneta"," $420,000.00 ",3,2.0,5381,500,1981,Homes,3/9/2023,Bo Palmas Altas Car 681 K17 Buzon 35,Barceloneta,18.487937,-66.556942,Company1
31203,"Urb. El Retiro, Casa en Caguas"," $1,495,000.00 ",6,6.0,4712,1963,2000,Homes,9/27/2022,Urb El Retiro Calle Industria B-9,Caguas,18.270535,-66.042673,Company1
31214,"Urb. Villa Olimpica, Casa en San Juan"," $79,000.00 ",3,1.0,925,112,1967,Homes,3/20/2023,Villa Olimpica 584 Paseo 4,San Juan - Rio Piedras,18.41153,-66.02138,Company1
31225,"Bo. Naranjo, Terreno en Moca"," $39,900.00 ",0,0.0,0,2000,0,Land,3/14/2023,Bo Naranjo Solar B,Moca,18.352397,-67.106057,Company1
31254,"Urb. Seascape Peninsula, Solar en Humacao"," $550,000.00 ",0,0.0,0,400,0,Land,3/13/2023,Lote #15 en Seascape Peninsula,Humacao - Palmas Del Mar,18.0772714,-65.8006151,Company1
